ident,name,type,latitude,longitude,country code,airport,procedures
TR,Tor,NDB,56.64139938,3.325560093,NO,,
TRF,Tyrifjord,NDB,59.92919922,10.26930046,NO,,
TRL,Troll,DME,60.64519882,3.723870039,NO,,
TRM,Trondheim,VOR-DME,63.52590179,10.89009953,NO,ENVA,
TRO,Tromso,VOR-DME,69.70279694,18.99679947,NO,ENTC,
TV,Talvik,NDB,70.05930328,22.99720001,NO,,
ULA,Ula,NDB,57.11059952,2.844719887,NO,,
ULV,Ulvingen,NDB,65.63410187,12.15289974,NO,ENBN,
UTH,Uthaug,NDB,63.72280121,9.57777977,NO,ENOL,
VAE,Vaernes,TACAN,63.4552002,10.90040016,NO,ENVA,
VAR,Varhaug,NDB,58.62720108,5.628240108,NO,ENZV,
VD,Vadso,NDB,70.06559753,29.88299942,NO,ENVD,
VEA,Svea,DME,77.85980225,16.65010071,NO,,
VFL,Vardefjell,VOR-DME,65.87940216,13.30799961,NO,ENMS,
VG,Vaga,NDB,59.27930069,5.359340191,NO,,
VGA,Vigra,NDB,62.56349945,6.129769802,NO,ENAL,
VIA,Vigra,TACAN,62.55099869,6.039110184,NO,ENAL,
VIG,Vigra,VOR-DME,62.55210114,6.034420013,NO,ENAL,
VNG,Vangnes,NDB,61.17259979,6.645060062,NO,,
VOO,Vollo,VOR-DME,60.5489006,5.128789902,NO,ENBR,
VRD,Vardo,VOR-DME,70.35759735,31.04719925,NO,ENSS,
YG,Enge,NDB,59.3689003,10.8295002,NO,ENRY,
ZO,Sola,NDB,58.9571991,5.635379791,NO,ENZV,
ZOL,Sola,VOR-DME,58.87509918,5.64015007,NO,ENZV,
BDA,Bhattedanda,VOR-DME,27.53560066,85.28939819,NP,,
BHP,Bharatpur,NDB,27.67939949,84.42970276,NP,VNBP,
BRT,Biratnagar,VOR-DME,26.48080063,87.26309967,NP,VNVT,
BWA,Bhairahawa,VOR-DME,27.50329971,83.43280029,NP,VNBW,
DHI,Dhangadhi,NDB,28.75250053,80.5821991,NP,VNDH,
DNG,Dang,NDB,28.11170006,82.29170227,NP,VNDG,
DTI,Doti,NDB,29.2621994,80.93669891,NP,,
JKP,Janakpur,NDB,26.71220016,85.92169952,NP,VNJP,
JLA,Jumla,NDB,29.27389908,82.19190216,NP,VNJL,
JPA,Chandragadhi,NDB,26.56999969,88.07749939,NP,VNCG,
KTM,Kathmandu,VOR-DME,27.67469978,85.34919739,NP,VNKT,
LDA,Lamidada,NDB,27.25329971,86.67079926,NP,VNLD,
LNC,Nalinchowk,NDB,27.65029907,85.46499634,NP,VNKT,
NGJ,Nepalgunj,VOR-DME,28.10140038,81.65080261,NP,VNNG,
PHR,Pokhara,NDB-DME,28.20059967,83.98439789,NP,VNPK,
RBJ,Rajbiraj,NDB,26.52000046,86.73809814,NP,VNRB,
RKM,Chaurijhari,NDB,28.62689972,82.19309998,NP,,
SKT,Surkhet,NDB,28.58779907,81.63500214,NP,VNSK,
SMR,Simara,VOR-DME,27.16419983,84.98220062,NP,VNSI,
TTR,Tumlingtar,NDB,27.31640053,87.19529724,NP,VNTR,
VTN,Biratnagar,NDB,26.48559952,87.2664032,NP,VNVT,
NI,Nauru,VOR-DME,-0.543833017,166.9210052,NR,ANYN,
NU,Niue,NDB-DME,-19.07360077,-169.9170074,NU,NIUE,
AA,Auckland,VOR-DME,-37.00460052,174.8139954,NZ,NZAA,
AP,Taupo,NDB-DME,-38.74319839,176.0740051,NZ,NZAP,
AS,Ashburton,NDB,-43.90480042,171.8070068,NZ,NZAS,
AY,Appleby,NDB,-41.29769897,173.1309967,NZ,,
BE,Berridale,NDB,-46.02780151,169.9830017,NZ,NZDN,
BM,Blenheim,NDB-DME,-41.50519943,174.0319977,NZ,NZWB,
BU,Burnham,NDB,-43.60889816,172.3930054,NZ,NZCH,
CC,Cape Campbell,NDB,-41.73400116,174.2720032,NZ,,
CH,Christchurch,VOR-DME,-43.5041008,172.5149994,NZ,NZCH,
CI,Chatham Islands,NDB,-43.95700073,-176.5659943,NZ,NZCI,
FY,Ferry,NDB,-41.39179993,175.1490021,NZ,,
GB,Great Barrier,NDB,-36.24409866,175.4609985,NZ,NZGB,
GS,Gisborne,VOR-DME,-38.66049957,177.9779968,NZ,NZGS,
HD,Whitford,NDB,-36.94810104,175.0149994,NZ,NZAA,
HK,Hokitika,NDB-DME,-42.72930145,170.9559937,NZ,NZHK,
HL,Henley,NDB-DME,-45.94589996,170.1620026,NZ,NZDN,
HN,Hamilton,VOR-DME,-37.84930038,175.3390045,NZ,NZHN,
KI,Kaikoura,NDB,-42.42039871,173.6959991,NZ,NZKI,
KK,Kerikeri,NDB-DME,-35.26200104,173.9109955,NZ,NZKK,
KT,Kaitaia,NDB-DME,-35.02859879,173.2420044,NZ,NZKT,
LX,Alexandra,NDB-DME,-45.16550064,169.4799957,NZ,NZLX,
MI,Mosgiel,NDB,-45.87139893,170.3200073,NZ,NZDN,
MO,Manapouri,NDB-DME,-45.49689865,167.7180023,NZ,NZMO,
NL,Newlands,NDB,-41.22880173,174.8280029,NZ,NZWN,
NP,New Plymouth,VOR-DME,-39.00719833,174.1840057,NZ,NZNP,
NR,Napier,VOR-DME,-39.4538002,176.8690033,NZ,NZNR,
NS,Nelson,VOR-DME,-41.30170059,173.2230072,NZ,NZNS,
NV,Invercargill,VOR-DME,-46.41159821,168.3179932,NZ,NZNV,
OD,Woodend,NDB,-43.3423996,172.701004,NZ,NZCH,
OH,Ohakea,VORTAC,-40.20959854,175.3919983,NZ,NZOH,
OR,Ohura,VOR-DME,-38.82659912,174.8070068,NZ,,
OT,Westpoint,NDB,-37.0603981,174.6100006,NZ,NZAA,
OU,Oamaru,NDB,-44.94729996,171.1320038,NZ,NZOU,
PM,Palmerston North,VOR-DME,-40.31850052,175.6380005,NZ,NZPM,
PP,Paraparaumu,NDB-DME,-40.90299988,174.9830017,NZ,NZPP,
RD,Miranda,NDB,-37.19380188,175.298996,NZ,,
RO,Rotorua,VOR-DME,-38.10810089,176.3139954,NZ,NZRO,
RY,Mount Mary,VOR-DME,-44.13510132,170.2810059,NZ,NZUK,
SF,Springfield,NDB,-35.88550186,174.3569946,NZ,NZWR,
SH,Slope Hill,VOR-DME,-44.98410034,168.7830048,NZ,NZQN,
SW,Swampy,VOR-DME,-45.79449844,170.477005,NZ,NZDN,
SY,Surrey,NDB,-37.23830032,175.1670074,NZ,,
TG,Tauranga,NDB-DME,-37.67760086,176.1909943,NZ,NZTG,
TM,Taumarunui,NDB,-38.92150116,175.3139954,NZ,NZTM,
TR,Tory,VOR-DME,-41.18579865,174.3619995,NZ,,
TU,Timaru,NDB-DME,-44.3083992,171.2250061,NZ,NZTU,
TY,Titahi Bay,NDB,-41.11669922,174.8200073,NZ,NZWN,
WB,Woodbourne,VOR-DME,-41.5196991,173.8630066,NZ,NZWB,
WI,Waiuku,NDB,-37.2677002,174.8139954,NZ,,
WK,Whakatane,NDB-DME,-37.92470169,176.9149933,NZ,NZWK,
WN,Wellington,VOR-DME,-41.33720016,174.8170013,NZ,NZWN,
WO,Wairoa,NDB,-39.06129837,177.4120026,NZ,NZWO,
WP,Whenuapai,VORTAC,-36.78680038,174.6309967,NZ,NZWP,
WR,Whangarei,NDB-DME,-35.77180099,174.3619995,NZ,NZWR,
WS,Westport,NDB-DME,-41.74240112,171.5800018,NZ,NZWS,
WU,Wanganui,NDB-DME,-39.95940018,175.0269928,NZ,NZWU,
YW,Eyrewell,VOR-DME,-43.3987999,172.3849945,NZ,NZCH,
FHD,Fahud,VOR-DME,22.34869957,56.48540115,OM,OOFD,
HAI,Haima,VOR-DME,19.97030067,56.28079987,OM,,
IZK,Izki,VOR-DME,22.88850021,57.76190186,OM,,
MCT,Seeb,VOR-DME,23.59110069,58.26010132,OM,OOMS,
MR,Masirah,NDB,20.67740059,58.88479996,OM,OOMA,
MRH,Masirah Island,VORTAC,20.67440033,58.89609909,OM,OOMA,
MRL,Marmul,VOR-DME,18.14220047,55.17789841,OM,OOMX,
NSB,Seeb,NDB,23.59059906,58.2541008,OM,OOMS,
OA,Marmul,NDB,18.16670036,55.23329926,OM,OOMX,
OL,Ghaba,NDB,21.29999924,57.08330154,OM,,
SAN,Salalah,NDB,17.0284996,54.08580017,OM,OOSA,
SLL,Salalah,VOR-DME,17.04439926,54.09420013,OM,OOSA,
SUR,Sur,VOR-DME,22.54660034,59.49160004,OM,OM-0038,
TMR,Thumrait,VORTAC,17.66819954,54.02569962,OM,OOTH,
AT,Tocumen,NDB,9.041390419,-79.39659882,PA,MPTO,
BDT,Bocas Del Toro,VOR-DME,9.339969635,-82.25160217,PA,MPBO,
CHE,Alonso Valderrama,NDB,7.983520031,-80.41000366,PA,MPCE,
DAV,David,VOR-DME,8.38696003,-82.43759918,PA,MPDA,
FNC,Enrique Jimenez,VOR-DME,9.362420082,-79.86560059,PA,MPEJ,
PML,La Palma,VOR,8.407380104,-78.13839722,PA,PA-0043,
STG,Santiago,VOR-DME,8.088669777,-80.94020081,PA,MPSA,
TBG,Taboga Island,VOR-DME,8.78757,-79.56199646,PA,MPTO,
TPL,Tupile,NDB,9.259110451,-78.11859894,PA,,
TUM,Tocumen,VOR-DME,9.051560402,-79.40010071,PA,MPTO,
ACO,Atico,NDB,-16.24360085,-73.57859802,PE,,
ANA,Contamana,NDB,-7.34528017,-75.00530243,PE,,
AND,Andahuaylas,VOR-DME,-13.71420002,-73.37779999,PE,SPHY,
ASI,Asia,VOR-DME,-12.76060009,-76.60639954,PE,,
ATA,Anta,NDB,-9.350669861,-77.59799957,PE,SPHZ,
AYA,Ayacucho,NDB,-13.15190029,-74.20529938,PE,SPHO,
BES,Tumbes,VOR,-3.544440031,-80.3891983,PE,SPME,
BTE,Chimbote,VOR,-9.147500038,-78.52189636,PE,SPEO,
CLA,Chiclayo,VOR-DME,-6.71721983,-79.81919861,PE,SPHI,
EC,Iquitos,NDB,-3.796159983,-73.32610321,PE,SPQT,
EQU,Arequipa,VOR-DME,-16.33889961,-71.59750366,PE,SPQU,
HIC,Chiclayo,NDB,-6.779349804,-79.82969666,PE,SPHI,
IBE,Iberia,NDB,-11.40110016,-69.49140167,PE,SPBR,
ILO,Ilo,VOR,-17.69109917,-71.3506012,PE,SPLO,
IQT,Iquitos,VOR-DME,-3.792259932,-73.31739807,PE,SPQT,
JUL,Juliaca,VOR-DME,-15.46809959,-70.15110016,PE,SPJL,
LAY,Atalaya,NDB,-10.72780037,-73.7696991,PE,SPAY,
LIM,Lima,VOR-DME,-12.00860023,-77.12280273,PE,SPIM,
MAR,Cajamarca,NDB,-7.139999866,-78.49060059,PE,SPJR,
NUC,Huanuco,NDB,-9.878890038,-76.20749664,PE,SPNC,
OAS,Andoas,NDB,-2.830280066,-76.45529938,PE,SPAS,
PDO,Puerto Maldonado,VOR-DME,-12.60830021,-69.22720337,PE,SPTU,
PE,Ec,NDB,-3.731389999,-73.33249664,PE,,
POY,Chachapoyas,VOR-DME,-6.20028019,-77.86000061,PE,SPPY,
PUL,Pucallpa,VOR-DME,-8.375829697,-74.57219696,PE,SPCL,
PZA,Puerto Esperanza,VOR,-9.769080162,-70.70510101,PE,SPEP,
RIO,Rioja,NDB,-6.030029774,-77.16929626,PE,SPJA,
SCO,Pisco,VOR-DME,-13.73890018,-76.21309662,PE,SPSO,
SJN,San Juan,VOR,-15.24059963,-75.10420227,PE,SPJN,
SLS,Salinas,VOR-DME,-11.28759956,-77.5625,PE,,
TAL,Talara,VOR,-4.580560207,-81.25250244,PE,SPYL,
TAP,Tarapoto,VOR-DME,-6.658110142,-76.36730194,PE,SPST,
TCA,Tacna,VOR-DME,-18.05789948,-70.27629852,PE,SPTN,
TGM,Tingo Maria,NDB,-9.296460152,-76.00479889,PE,SPGM,
TOC,Tocto,VOR,-13.35620022,-74.19129944,PE,,
TRO,Corrientes,NDB,-3.799720049,-75.03970337,PE,SPDR,
TRU,Trujillo,VOR-DME,-8.087220192,-79.11219788,PE,SPRU,
UAN,Juanjui,NDB,-7.171470165,-76.72380066,PE,SPJI,
UAS,Sihuas,VOR,-16.37109947,-72.13359833,PE,,
URA,Piura,VOR-DME,-5.210000038,-80.6160965,PE,SPUR,
URC,Urcos,VOR-DME,-13.64939976,-71.58640289,PE,SPZO,
YMR,Yurimaguas,VOR,-5.892250061,-76.14080048,PE,SPMS,
YMS,Yurimaguas,NDB,-5.883329868,-76.08329773,PE,SPMS,
ZCO,Cusco,VOR-DME,-13.51920033,-72.01000214,PE,SPZO,
AA,Anaa,NDB,-17.35560036,-145.4819946,PF,NTGA,
AN,Hiva Oa,NDB,-9.752220154,-139.0010071,PF,NTMN,
AV,Raivavae,NDB,-23.88249969,-147.6640015,PF,NTAV,
BB,Bora Bora,NDB,-16.4435997,-151.7550049,PF,NTTB,
FK,Fakarava,NDB,-16.05559921,-145.654007,PF,NTGF,
FN,Fangatau,NDB,-15.81779957,-140.8829956,PF,NTGB,
HAO,Hao,VOR-DME,-18.08189964,-140.9409943,PF,NTTO,
HH,Huahine,NDB,-16.69109917,-151.0299988,PF,NTTH,
HHN,Huahine,VOR-DME,-16.68540001,-151.0099945,PF,NTTH,
HV,Hiva Oa,NDB,-9.771389961,-139.0160065,PF,NTMN,
MA,Maupiti,NDB,-16.42779922,-152.2420044,PF,NTTP,
MG,Totegegie,NDB,-23.0904007,-134.875,PF,NTGJ,
MH,Manihi,NDB,-14.43280029,-146.0619965,PF,NTGI,
MK,Makemo,NDB,-16.59029961,-143.651001,PF,NTGM,
MO,Moorea,NDB,-17.47830009,-149.7740021,PF,NTTM,
NH,Nuku Hiva,NDB,-8.794440269,-140.2200012,PF,NTMD,
NP,Napuka,NDB,-14.1722002,-141.2649994,PF,NTGN,
OA,Rangiroa,NDB,-14.95590019,-147.6600037,PF,NTTG,
RAN,Rangiroa,VOR-DME,-14.95040035,-147.673996,PF,NTTG,
RD,Rangiroa,DME,-14.94940035,-147.67299600,PF,NTTG,
RE,Reao,NDB,-18.4666996,-136.4329987,PF,NTGE,
RT,Rurutu,NDB,-22.43330002,-151.3670044,PF,NTAR,
RU,Raiatea,NDB,-16.72139931,-151.4669952,PF,NTTR,
TAF,Tahiti Faaa,VOR-DME,-17.54710007,-149.602005,PF,NTAA,
TB,Tubuai,NDB,-23.36709976,-149.5249939,PF,NTAT,
TP,Takapoto,NDB,-14.71469975,-145.253006,PF,NTGT,
UK,Ua Huka,NDB,-8.935810089,-139.5509949,PF,NTMU,
BUK,Buka,NDB-DME,-5.443019867,154.6670074,PG,AYBK,
DAU,Daru,NDB-DME,-9.075019836,143.2129974,PG,AYDU,
FIN,Finschhafen,NDB-DME,-6.614980221,147.8580017,PG,,
GA,Goroka,NDB,-6.077819824,145.3899994,PG,AYGA,
GBE,Gobe,NDB-DME,-6.890319824,143.6790009,PG,,
GNY,Gurney,VOR-DME,-10.31579971,150.3619995,PG,AYGN,
GUA,Girua,NDB-DME,-8.736109734,148.2539978,PG,AYGR,
HKN,Hoskins,NDB-DME,-5.459030151,150.4140015,PG,AYHK,
JSN,Jackson,NDB,-9.376150131,147.177002,PG,AYPY,
KAV,Kavieng,VOR-DME,-2.603830099,150.8370056,PG,AYKV,
KIK,Kikori,NDB,-7.427470207,144.2510071,PG,AYKK,
KIU,Kiunga,NDB-DME,-6.121600151,141.2870026,PG,AYKI,
KRM,Kerema,NDB-DME,-7.962619781,145.7749939,PG,AYKM,
KUB,Kubuna,NDB,-8.693050385,146.7550049,PG,,
KUT,Kumul Platform,NDB,-8.064350128,144.5610046,PG,,
LAE,Lae,NDB,-6.737269878,146.9980011,PG,,
LHR,Kunaye,NDB,-3.04482007,152.6260071,PG,,
MD,Madang,VOR-DME,-5.211629868,145.7769928,PG,AYMD,
MH,Mount Hagen,NDB-DME,-5.837870121,144.3090057,PG,AYMH,
MIS,Misima,NDB,-10.6882,152.8350067,PG,,
MOE,Momote,NDB-DME,-2.061419964,147.4259949,PG,AYMO,
MOR,Moro,NDB-DME,-6.362870216,143.2539978,PG,AYMR,
NZ,Nadzab,VOR-DME,-6.568329811,146.7089996,PG,AYNZ,
OKT,Ok Tedi,NDB-DME,-5.409900188,141.3190002,PG,AYTB,
PRE,Parer,NDB,-9.326669693,147.1399994,PG,AYPY,
PY,Port Moresby,VOR-DME,-9.452960014,147.2149963,PG,AYPY,
TOK,Tokua,VOR-DME,-4.34649992,152.397995,PG,AYTK,
TVI,Tavai,NDB,-9.717969894,147.4720001,PG,,
VNO,Vanimo,NDB-DME,-2.678900003,141.3029938,PG,AYVN,
WK,Wewak,VOR-DME,-3.583519936,143.6759949,PG,AYWK,
AL,Alabat,NDB,14.22029972,121.9240036,PH,RPLY,
BA,Bagabag,NDB,16.61790085,121.2529984,PH,RPUZ,
BB,Basa,NDB,14.98180008,120.4850006,PH,RPUF,
BC,Bacolod,VOR,10.63759995,122.9250031,PH,PH-0682,
BG,Baguio,NDB,16.37439919,120.6169968,PH,RPUB,
BN,Butuan,VOR-DME,8.955349922,125.4860001,PH,RPME,
BS,Basco,NDB,20.45149994,121.9749985,PH,RPUO,
CAB,Cabanatuan,VOR-DME,15.4822998,121.0240021,PH,,
CGO,Cagayan De Oro,VOR-DME,8.415690422,124.6090012,PH,RPML,
CIA,Clark,VOR-DME,15.18690014,120.560997,PH,RPLC,
COT,Cotabato,VOR-DME,7.165480137,124.2099991,PH,RPMC,
CT,Caticlan,NDB,11.92500019,121.9580002,PH,RPVE,
CUY,Cauayan,VOR-DME,16.93160057,121.7480011,PH,RPUY,
DAO,Davao,VOR-DME,7.131239891,125.6539993,PH,RPMD,
DG,Dumaguete,VOR,9.333660126,123.3059998,PH,RPVD,
DI,Dipolog,NDB,8.600560188,123.3430023,PH,RPMG,
DT,Daet,NDB,14.1335001,122.9830017,PH,RPUD,
GSA,Tambler,VOR-DME,6.075669765,125.0920029,PH,RPMR,
IOO,Iloilo,VOR-DME,10.70950031,122.5419998,PH,RPVI,
JL,Jolo,NDB,6.055570126,121.0179977,PH,RPMJ,
JOM,Jomalig,VOR-DME,14.70489979,122.3300018,PH,RPLJ,
JV,Jovellar,NDB,13.07859993,123.5960007,PH,PH-0681,
KLO,Kalibo,VOR-DME,11.68360043,122.3830032,PH,RPVK,
LAO,Laoag,VOR-DME,18.17880058,120.5289993,PH,RPLI,
LBG,Lubang,VOR-DME,13.85410023,120.1070023,PH,RPLU,
LIP,Lipa,VOR,13.95619965,121.1269989,PH,RPUL,
LP,Legazpi,VOR-DME,13.15019989,123.7279968,PH,PH-0681,
LR,Larap,NDB,14.28180027,122.6350021,PH,,
MBT,Masbate,VOR-DME,12.36919975,123.6309967,PH,RPVJ,
MCT,Mactan,VOR-DME,10.31359959,123.987999,PH,RPVM,
MIA,Manila,VOR-DME,14.50800037,121.0220032,PH,RPLL,
MP,Malampaya (Shell Oil Platform),NDB,11.86149979,119.314003,PH,,
NGA,Naga,VOR-DME,13.58220005,123.2699966,PH,RPUN,
OZ,Ozamis,NDB,8.173740387,123.8330002,PH,RPMO,
PIN,Pamalican,NDB,11.35540009,120.7249985,PH,,
PL,Plaridel,NDB,14.8817997,120.8509979,PH,RPUX,
PN,Pagadian,NDB,7.8270998,123.4800034,PH,RPMP,
PR,Puerto Princesa,VOR-DME,9.741330147,118.7529984,PH,RPVP,
ROX,Roxas,VOR-DME,11.59689999,122.7549973,PH,RPVR,
RS,Rosario,NDB,14.40480042,120.8649979,PH,RPLL,
SAJ,San Jose,VOR-DME,12.36030006,121.0429993,PH,RPUH,
SAN,San Fernando,VOR,16.72839928,120.3580017,PH,RPUS,
SBA,Subic Bay,VOR-DME,14.76959991,120.2249985,PH,RPLB,
SFS,Subic Bay,NDB,14.7748003,120.223999,PH,RPLB,
SU,Surigao,NDB,9.76006031,125.4830017,PH,RPMS,
TAC,Tacloban,VOR-DME,11.23200035,125.026001,PH,RPVA,
TBR,Tambler,NDB,6.059579849,125.0999985,PH,RPMR,
TD,Tandag,NDB,9.070340157,126.1709976,PH,RPMW,
TUG,Tuguegarao,VOR-DME,17.63330078,121.7360001,PH,RPUT,
VC,Virac,NDB,13.62689972,124.2129974,PH,RPUV,
ZAM,Zamboanga,VOR-DME,6.92468977,122.0550003,PH,RPMZ,
BI,Bindo,VOR,29.68000031,71.03109741,PK,,
BN,Bannu,NDB,32.97639847,70.52089691,PK,OPBN,
BW,Bahawalpur,NDB,29.34989929,71.71910095,PK,OPBW,
DB,Dalbandin,NDB,28.87350082,64.40110016,PK,OPDB,
DG,Dera Ghazi Khan,NDB,29.96220016,70.49030304,PK,OPDG,
DI,D I Khan,VOR,31.91259956,70.88569641,PK,OPDI,
FA,Faisalabad,NDB,31.37030029,72.99500275,PK,OPFA,
GD,Gwadar,NDB,25.22780037,62.33060074,PK,OPGW,
GT,Gilgit,NDB,35.92029953,74.33509827,PK,OPGT,
JI,Jiwani,VOR-DME,25.06389999,61.79560089,PK,,
KA,Cape Monze,NDB,24.82789993,66.66439819,PK,,
KC,Karachi,VOR-DME,24.91049957,67.17669678,PK,OPKC,
KD,Hyderabad,NDB,25.32290077,68.36229706,PK,OPKD,
KE,Chor,NDB,25.52009964,69.77089691,PK,,
KF,Gharo,NDB,24.77499962,67.5667038,PK,,
KH,Khuzdar,NDB,27.79759979,66.63870239,PK,OPKH,
LA,Lahore,VOR-DME,31.49970055,74.40000153,PK,OPLA,
MF,Muzaffarabad,NDB,34.34220123,73.50669861,PK,OPMF,
MI,Mianwali,NDB,32.56629944,71.56620026,PK,OPMI,
MJ,Moenjodaro,NDB,27.33099937,68.14099884,PK,OPMJ,
MT,Multan,VOR,30.19400024,71.41639709,PK,OPMT,
NH,Nawabshah,VOR-DME,26.21759987,68.38580322,PK,OPNH,
OR,Ormara,NDB,25.27029991,64.58920288,PK,OPOR,
PC,Parachinar,NDB,33.90539932,70.07240295,PK,OPPC,
PG,Panjgur,VOR-DME,26.95560074,64.12529755,PK,OPPG,
PI,Pasni,NDB,25.28809929,63.34889984,PK,OPPI,
PS,Peshawar,VOR-DME,33.97539902,71.51719666,PK,OPPS,
QT,Quetta,VOR-DME,30.29700089,66.8891983,PK,OPQT,
QT,Quetta,NDB,30.25,66.9332962,PK,OPQT,
RK,Rahim Yar Khan,VOR-DME,28.36560059,70.27320099,PK,OPRK,
RK,Rahim Yar Khan,NDB,28.41130066,70.30349731,PK,OPRK,
RN,Islamabad,VOR-DME,33.60589981,73.12590027,PK,OPRN,
RT,Rawalakot,NDB,33.84769821,73.79920197,PK,OPRT,
SB,Sibi,NDB,29.56949997,67.8470993,PK,OPSB,
SD,Skardu,NDB,35.34909821,75.53140259,PK,OPSD,
SK,Sukkur,NDB,27.72229958,68.7960968,PK,OPSK,
SN,Sehwan Sharif,NDB,26.47559929,67.71829987,PK,OPSN,
SP,Sheikhupura,NDB,31.70070076,73.99900055,PK,,
SS,Saidu Sharif,NDB,34.80889893,72.35220337,PK,OPSS,
TU,Turbat,NDB,25.99010086,63.02980042,PK,OPTU,
ZB,Zhob,VOR-DME,31.35569954,69.45970154,PK,OPZB,
AY,Warszawa,NDB,52.17539978,20.93250084,PL,,
BBM,Babimost,NDB,52.14039993,15.7961998,PL,EPZG,
CHO,Chociwel,NDB,53.47529984,15.33300018,PL,,
CZE,Czempin,VOR-DME,52.13059998,16.72710037,PL,,
DAR,Darlowo,VOR-DME,54.41019821,16.38809967,PL,,
DRE,Drezdenko,VOR-DME,52.81679916,15.83250046,PL,,
DW,Szczytno,NDB,53.43709946,20.91230011,PL,EPSY,
F,Pruszcz Gdanski,NDB,54.24509811,18.69930077,PL,EPPR,
FT,Pruszcz Gdanski,NDB,54.2405014,18.7458992,PL,EPPR,
GDA,Gdansk,NDB,54.34519958,18.59609985,PL,EPGD,
GRU,Grudziadz,VOR-DME,53.52119827,18.78129959,PL,EPTO,
H,Wroclaw,NDB,51.09519958,16.9102993,PL,EPWR,
HG,Wroclaw,NDB,51.08250046,16.95159912,PL,EPWR,
JAB,Jablonka,VOR-DME,49.48289871,19.67860031,PL,,
JED,Jedow,VOR-DME,50.64730072,20.25119972,PL,,
K,Oksywie,NDB,54.56399918,18.54299927,PL,EPOK,
KMI,Kmiecin,VOR,54.20130157,19.14509964,PL,,
KN,Oksywie,NDB,54.54859924,18.56699944,PL,EPOK,
KRN,Karnice,VOR-DME,51.94620132,20.44459915,PL,,
KRT,Kartuzy,VOR-DME,54.29970169,18.20800018,PL,EPGD,
KRW,Krakow,NDB,50.09560013,19.91279984,PL,EPKK,
L,Krakow,NDB,50.08190155,19.81459999,PL,,
LAW,Poznan,VOR-DME,52.42240143,16.8302002,PL,,
LDZ,Lodz,VOR-DME,51.80009842,19.65609932,PL,EPLL,
LIN,Linin,VOR-DME,51.93289948,21.15850067,PL,,
LUB,Lubin,NDB,51.4151001,16.21109962,PL,EPLU,
MRA,Mragowo,VOR-DME,53.78490067,21.13279915,PL,EPTO,
N,Oksywie,NDB,54.59519958,18.49160004,PL,EPOK,
NK,Oksywie,NDB,54.6169014,18.4552002,PL,EPOK,
OKE,Okecie,VOR-DME,52.1697998,20.96010017,PL,EPWA,
OL,Szczecin,NDB,53.55500031,14.96020031,PL,EPSC,
OR,Rzeszow,NDB,50.11040115,21.98679924,PL,EPRZ,
P,Lawica,NDB,52.41419983,16.86199951,PL,,
P,Pyrzowice,NDB,50.4734993,19.10659981,PL,,
PNO,Piaseczno,NDB,52.05350113,21.06270027,PL,EPWA,
POZ,Poznan,NDB,52.39810181,16.94459915,PL,EPPO,
PT,Katowice,NDB,50.47409821,19.15029907,PL,EPKT,
RUD,Skupowo,VOR-DME,52.83050156,23.70709991,PL,,
RZE,Rzeszow,VOR-DME,50.10990143,22.09889984,PL,EPRZ,
S,Bydgoszcz,NDB,53.09970093,18.01250076,PL,EPBY,
S,Gdansk,NDB,54.36769867,18.50589943,PL,EPGD,
SA,Mielec,NDB,50.32220078,21.50110054,PL,EPML,
SIE,Siedlce,VOR-DME,52.15539932,22.20079994,PL,,
SL,Bydgoszcz,NDB,53.10309982,18.05310059,PL,EPBY,
SUI,Subi,VOR-DME,52.37990189,14.5855999,PL,,
SUW,Suwalki,VOR-DME,54.06969833,22.90029907,PL,,
T,Lask,NDB,51.54529953,19.21179962,PL,EPLK,
TRB,Treblo,VOR,54.21060181,17.07329941,PL,,
TRZ,Trzebnica,VOR-DME,51.30820084,17.11429977,PL,EPWR,
TZ,Lask,NDB,51.53829956,19.25040054,PL,EPLK,
W,Warszawa,NDB,52.14160156,20.98819923,PL,,
WAG,Warszawa,NDB,52.21060181,20.80660057,PL,EPWA,
WAO,Warszawa,NDB,52.09769821,21.02659988,PL,EPWA,
WAR,Zaborowek,VOR-DME,52.25910187,20.65710068,PL,EPWA,
MQ,Miquelon,NDB,47.09749985,-56.38589859,PM,LFVM,
SP,St-Pierre,NDB,46.76250076,-56.16939926,PM,LFVP,
BQN,Borinquen,VORTAC,18.49799919,-67.10839844,PR,TJBQ,
DDP,Dorado,NDB,18.46829987,-66.41239929,PR,,
MAZ,Mayaguez,VOR-DME,18.25650024,-67.15100098,PR,TJMZ,
NRR,Roosevelt Roads,TACAN,18.23380089,-65.64330292,PR,,
PSE,Ponce,VOR-DME,17.99250031,-66.51920319,PR,TJPS,
SJ,Patty,NDB,18.40889931,-66.08959961,PR,TJSJ,
SJU,San Juan,VORTAC,18.44630051,-65.98950195,PR,TJSJ,
GZA,Gaza,VOR-DME,31.24559975,34.27130127,PS,PS-0006,
IRM,Jerusalem,NDB,31.86339951,35.21640015,PS,IL-0023,
RFH,Gaza,NDB,31.29229927,34.28469849,PS,PS-0006,
BEJ,Beja,VORTAC,38.1283989,-7.926690102,PT,LPBJ,
BRG,Braganca,NDB,41.79669952,-6.725279808,PT,LPBG,
CAS,Cascais,VOR-DME,38.74829865,-9.361940384,PT,LPCS,
